null,620,Male,20,Philippines,Filipino,24/08/2016,23/12/2017,JFINEX-PUP,Profiling Global,1,1 - What is the highest level of education you have received?,Graduated from University,23/12/2017
null,620,Male,20,Philippines,Filipino,24/08/2016,23/12/2017,JFINEX-PUP,Profiling Global,2,2 - What is your occupation?,Employee,23/12/2017
null,620,Male,20,Philippines,Filipino,24/08/2016,23/12/2017,JFINEX-PUP,Profiling Global,5,5 - Which of the following best describes your current living status?,Live at family home,23/12/2017
null,620,Male,20,Philippines,Filipino,24/08/2016,23/12/2017,JFINEX-PUP,Profiling Global,10,10 - How many rooms are there in your home including all rooms like kitchen and dining room?,4 rooms,23/12/2017
null,620,Male,20,Philippines,Filipino,24/08/2016,23/12/2017,JFINEX-PUP,Profiling Global,11,11 - Is your current main living place owned or rented?,Owned by someone else  and I live there without paying rent,23/12/2017
null,624,Male,21,Philippines,Filipino,24/08/2016,22/12/2017,JFINEX-PUP,Gen-Z 16-21 Philippines,182,"182 - In 10 years time  what kind of world will you live in?
Please select 3 things you definitely believe will happen:",Homes and cars will be powered by renewable energy,10/10/2017
null,624,Male,21,Philippines,Filipino,24/08/2016,22/12/2017,JFINEX-PUP,Gen-Z 16-21 Philippines,182,"182 - In 10 years time  what kind of world will you live in?
Please select 3 things you definitely believe will happen:",Many of today’s jobs will be replaced by robots,10/10/2017
null,624,Male,21,Philippines,Filipino,24/08/2016,22/12/2017,JFINEX-PUP,Gen-Z 16-21 Philippines,182,"182 - In 10 years time  what kind of world will you live in?
Please select 3 things you definitely believe will happen:",Your mobile phone will be replaced by something totally new,10/10/2017
null,624,Male,21,Philippines,Filipino,24/08/2016,22/12/2017,JFINEX-PUP,Gen-Z 16-21 Philippines,183,"183 - What would you like to achieve in the next 10 years?
Please select your 2 biggest ambitions or goals: 
",Following my passions,10/10/2017
null,624,Male,21,Philippines,Filipino,24/08/2016,22/12/2017,JFINEX-PUP,Gen-Z 16-21 Philippines,183,"183 - What would you like to achieve in the next 10 years?
Please select your 2 biggest ambitions or goals: 
",Setting up and growing my own business,10/10/2017
null,624,Male,21,Philippines,Filipino,24/08/2016,22/12/2017,JFINEX-PUP,Gen-Z 16-21 Philippines,184,184 - Which 3 statements do you believe the most strongly in?,Free education should be available to all,10/10/2017
null,624,Male,21,Philippines,Filipino,24/08/2016,22/12/2017,JFINEX-PUP,Gen-Z 16-21 Philippines,184,184 - Which 3 statements do you believe the most strongly in?,People should be rewarded based on the outcome of their work  vs. their age  gender or qualifications ,10/10/2017
